8.0,0.0,-0.3,0.9
11.0,0.0,-0.3,0.9
11.0,0.0,-0.3,0.9
12.0,0.0,-0.3,0.9
13.0,0.0,-0.3,0.9
13.0,0.0,-0.3,0.9
14.0,0.0,-0.3,0.9
16.0,0.0,-0.3,0.9
17.0,0.0,-0.3,0.9
18.0,0.0,-0.3,0.9
20.0,0.0,-0.3,0.9
21.0,0.0,-0.3,0.9
22.0,0.0,-0.3,0.9
23.0,0.0,-0.3,0.9
26.0,0.0,-0.3,0.9
27.0,0.0,-0.3,0.9
28.0,0.0,-0.3,1.0
30.0,0.0,-0.3,1.0
31.0,0.0,-0.3,1.0
32.0,0.0,-0.3,1.0
33.0,0.0,-0.3,1.0
35.0,0.0,-0.3,1.0
36.0,0.0,-0.3,1.0
37.0,0.0,-0.3,0.9
40.0,0.0,-0.3,0.9
43.0,0.0,-0.3,1.0
45.0,0.0,-0.3,1.0
46.0,0.0,-0.3,1.0
47.0,0.0,-0.3,0.9
48.0,-0.2,-0.2,0.9
50.0,-0.2,-0.2,1.0
51.0,-0.1,-0.2,1.0
52.0,0.1,-0.2,1.0
53.0,0.1,-0.3,1.0
55.0,0.1,-0.4,1.0
56.0,0.1,-0.5,1.0
57.0,0.1,-0.5,0.9
58.0,0.1,-0.4,0.9
60.0,0.1,-0.4,0.9
61.0,0.1,-0.4,0.9
62.0,0.1,-0.4,0.9
63.0,0.1,-0.4,0.9
65.0,0.1,-0.4,0.9
66.0,0.1,-0.3,0.9
67.0,0.1,-0.3,0.9
68.0,0.1,-0.3,0.9
111.0,0.1,-0.3,0.9
114.0,0.1,-0.3,0.9
115.0,0.1,-0.3,0.9
117.0,0.1,-0.3,0.9
119.0,0.1,-0.3,0.9
122.0,0.1,-0.3,0.9
124.0,0.1,-0.3,0.9
125.0,0.1,-0.3,0.9
129.0,0.1,-0.3,0.9
131.0,0.0,-0.3,0.9
133.0,0.0,-0.3,1.0
135.0,0.0,-0.3,1.0
136.0,0.1,-0.4,1.0
137.0,0.1,-0.4,1.0
139.0,0.1,-0.4,1.0
141.0,0.1,-0.5,1.0
142.0,0.1,-0.5,1.0
144.0,0.1,-0.5,1.0
145.0,0.1,-0.5,1.0
146.0,0.1,-0.5,1.0
147.0,0.1,-0.5,0.9
149.0,0.1,-0.5,1.0
150.0,0.1,-0.5,1.0
151.0,0.1,-0.5,1.0
152.0,0.1,-0.5,1.0
154.0,0.1,-0.4,1.0
155.0,0.1,-0.4,1.0
156.0,0.1,-0.4,1.0
157.0,0.1,-0.4,1.0
159.0,0.1,-0.4,0.9
160.0,0.1,-0.4,0.9
162.0,0.1,-0.4,0.9
163.0,0.1,-0.4,0.9
165.0,0.1,-0.4,1.0
166.0,0.1,-0.4,1.0
167.0,0.1,-0.3,1.0
168.0,0.1,-0.3,1.0
170.0,0.1,-0.3,1.0
175.0,0.1,-0.3,1.0
176.0,0.0,-0.3,1.0
178.0,0.0,-0.3,1.0
180.0,0.0,-0.3,1.0
181.0,0.0,-0.3,1.0
182.0,0.0,-0.3,1.0
183.0,0.0,-0.3,1.0
185.0,0.0,-0.3,1.0
186.0,0.0,-0.3,1.0
188.0,0.0,-0.3,1.0
190.0,0.0,-0.3,1.0
191.0,0.0,-0.3,0.9
192.0,0.0,-0.3,0.9
193.0,0.0,-0.3,0.9
195.0,0.0,-0.3,0.9
196.0,0.0,-0.2,0.9
197.0,0.0,-0.2,0.9
198.0,0.0,-0.2,0.9
200.0,0.0,-0.2,0.9
201.0,0.0,-0.2,0.9
202.0,0.0,-0.2,0.9
203.0,0.0,-0.2,0.9
205.0,0.0,-0.2,0.9
206.0,0.0,-0.2,0.9
207.0,0.0,-0.2,0.9
208.0,0.0,-0.2,0.9
211.0,0.0,-0.2,0.9
212.0,0.0,-0.2,0.9
213.0,0.0,-0.2,0.9
215.0,0.0,-0.2,0.9
216.0,0.0,-0.2,0.9
217.0,0.0,-0.2,0.9
