11.0,0.1,1.0,-0.1
14.0,0.1,1.0,0.0
15.0,0.1,1.0,0.0
16.0,0.1,1.0,0.0
18.0,0.1,1.0,0.0
19.0,0.1,1.0,0.0
20.0,0.1,1.0,0.0
21.0,0.1,1.0,0.0
23.0,0.1,1.0,0.0
24.0,0.1,1.0,0.0
25.0,0.1,1.0,0.0
26.0,0.1,1.0,0.0
28.0,0.1,1.0,0.0
29.0,0.1,1.0,0.0
30.0,0.1,1.0,-0.1
31.0,0.1,1.0,-0.1
33.0,0.1,1.0,-0.1
34.0,0.1,1.0,-0.1
35.0,0.1,1.0,0.0
36.0,0.1,1.0,0.0
38.0,0.0,1.0,0.0
39.0,0.0,1.0,0.0
40.0,0.0,1.0,0.0
41.0,0.0,1.0,0.0
44.0,0.0,1.0,0.0
45.0,0.0,1.0,0.0
46.0,0.0,1.0,0.0
48.0,0.1,1.0,0.0
49.0,0.1,1.0,0.0
50.0,0.1,1.0,0.0
51.0,0.1,1.0,-0.1
53.0,0.1,1.0,-0.1
54.0,0.1,1.0,-0.1
55.0,0.1,1.0,-0.1
56.0,0.1,1.0,-0.1
58.0,0.1,1.0,-0.1
59.0,0.1,1.0,-0.1
60.0,0.1,1.0,-0.1
61.0,0.1,1.0,-0.1
63.0,0.1,1.0,-0.1
64.0,0.1,1.0,-0.1
68.0,0.1,1.0,-0.1
69.0,0.1,1.0,-0.1
70.0,0.1,1.0,-0.1
71.0,0.1,1.0,-0.1
73.0,0.1,1.0,-0.1
74.0,0.1,1.0,-0.1
75.0,0.1,1.0,-0.1
79.0,0.1,1.0,-0.1
80.0,0.1,1.0,-0.1
81.0,0.1,1.0,-0.1
83.0,0.1,1.0,-0.1
84.0,0.1,1.0,-0.1
85.0,0.1,1.0,-0.1
86.0,0.1,1.0,-0.1
88.0,0.1,1.0,-0.1
89.0,0.1,1.0,-0.1
93.0,0.1,1.0,-0.1
94.0,0.1,1.0,-0.1
96.0,0.1,1.0,-0.1
98.0,0.1,1.0,-0.1
99.0,0.1,1.0,-0.1
100.0,0.1,1.0,-0.1
104.0,0.1,1.0,-0.1
106.0,0.1,1.0,-0.1
108.0,0.1,1.0,-0.1
109.0,0.1,1.0,-0.1
110.0,0.1,1.0,-0.1
111.0,0.1,1.0,-0.1
113.0,0.1,1.0,-0.1
114.0,0.1,1.0,-0.1
115.0,0.1,1.0,-0.1
118.0,0.1,1.0,-0.1
119.0,0.1,1.0,-0.1
121.0,0.1,1.0,-0.1
123.0,0.1,1.0,-0.1
125.0,0.1,1.0,-0.1
126.0,0.1,1.0,-0.1
131.0,0.1,1.0,-0.1
136.0,0.0,1.0,-0.1
138.0,0.1,1.0,-0.1
139.0,0.3,1.0,-0.2
140.0,0.2,1.0,-0.2
143.0,0.1,1.0,-0.1
145.0,0.0,1.0,-0.1
149.0,0.0,1.0,-0.1
150.0,0.1,1.0,-0.1
151.0,0.1,1.0,-0.1
153.0,0.1,1.0,-0.1
154.0,0.2,1.0,-0.1
155.0,0.2,1.0,-0.1
156.0,0.2,1.0,-0.1
158.0,0.2,1.0,-0.1
160.0,0.2,1.0,-0.1
161.0,0.1,1.0,-0.1
163.0,0.1,1.0,-0.1
164.0,0.1,1.0,-0.1
165.0,0.1,1.0,-0.1
166.0,0.1,1.0,-0.1
168.0,0.1,1.0,-0.1
169.0,0.1,1.0,-0.1
173.0,0.1,1.0,-0.1
174.0,0.1,1.0,-0.1
175.0,0.1,1.0,-0.1
176.0,0.1,1.0,-0.1
178.0,0.1,1.0,-0.1
180.0,0.1,1.0,-0.1
181.0,0.1,1.0,-0.1
183.0,0.1,1.0,-0.1
184.0,0.1,1.0,-0.1
185.0,0.1,1.0,-0.1
186.0,0.1,1.0,-0.1
188.0,0.1,1.0,-0.1
189.0,0.1,1.0,-0.1
190.0,0.1,1.0,-0.1
193.0,0.1,1.0,-0.1
195.0,0.1,1.0,-0.1
199.0,0.0,1.0,-0.1
200.0,0.0,1.0,-0.1
215.0,0.0,1.0,0.0
216.0,0.1,1.0,0.0
221.0,0.1,1.0,0.0
223.0,0.1,1.0,0.0
224.0,0.1,1.0,0.1
225.0,0.1,1.0,0.0
226.0,0.1,1.0,0.0
228.0,0.1,1.0,0.0
229.0,0.0,1.0,0.0
230.0,0.0,1.0,0.0
231.0,0.0,1.0,0.0
233.0,0.0,1.0,0.1
234.0,0.1,1.0,0.1
236.0,0.1,1.0,0.1
238.0,0.1,1.0,0.1
239.0,0.1,1.0,0.1
240.0,0.1,1.0,0.1
243.0,0.1,1.0,0.0
245.0,0.1,1.0,0.0
249.0,0.1,1.0,0.0
254.0,0.1,1.0,0.0
255.0,0.1,1.0,0.0
256.0,0.1,1.0,0.0
258.0,0.1,1.0,0.0
259.0,0.1,1.0,0.0
260.0,0.1,1.0,0.0
261.0,0.1,1.0,0.0
263.0,0.1,1.0,0.0
264.0,0.1,1.0,0.0
266.0,0.1,1.0,0.0
268.0,0.1,1.0,0.0
269.0,0.1,1.0,0.0
270.0,0.1,1.0,0.0
271.0,0.1,1.0,0.0
273.0,0.1,1.0,-0.1
274.0,0.1,1.0,-0.1
275.0,0.0,1.0,-0.1
276.0,0.0,1.0,-0.1
278.0,0.1,1.0,0.0
279.0,0.1,1.0,0.0
280.0,0.1,1.0,0.0
283.0,0.1,1.0,0.0
284.0,0.1,1.0,0.0
289.0,0.1,1.0,0.0
290.0,0.1,1.0,-0.1
291.0,0.1,1.0,-0.1
293.0,0.1,1.0,-0.1
294.0,0.1,1.0,-0.1
